Entrez	Symbol	L_waltii	L_thermotolerans	L_kluyveri	E_cymbalariae	E_gossypii	K_lactis	T_delbrueckii	Z_rouxii	S_cerevisiae	S_mikatae	S_kudriavzevii	S_bayanus	C_glabrata	K_africana	K_naganishii	N_castellii	N_dairenensis	T_blattae	T_phaffii	V_polyspora
2687	YAL025C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2688	YJL014W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2689	YJL006C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2690	YOR014W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2691	YDL058W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2692	YLR137W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2693	YGR152C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2694	YER149C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2695	YHL027W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2696	YNR021W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2697	YDL140C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2698	YKL191W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2699	YNR038W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2700	YMR216C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2701	YGL237C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2702	YLR390W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2703	YGR230W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2704	YNL216W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2705	YML096W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2706	YER002W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2707	YGL070C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2708	YPL115C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2709	YMR117C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2710	YNL050C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2711	YDR390C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2712	YIL158W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2713	YIL048W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2714	YDR044W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2715	YGL175C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2716	YPL085W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2717	YOL065C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2718	YJL143W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2719	YLL009C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2720	YER140W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2721	YLR456W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2722	YGR251W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2723	YCL016C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2724	YPL158C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2725	YLR241W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2726	YDR080W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2727	YGR009C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2728	YGL227W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2729	YOR281C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2730	YGR057C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2731	YPL179W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2732	YDR013W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2733	YMR029C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2734	YFR004W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2735	YML095C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2736	YNL234W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2737	YFL039C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2738	YGR085C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2739	YOL116W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2740	YPL170W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2741	YHR124W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2742	YBR101C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2743	YER161C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2744	YGL145W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2745	YMR165C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2746	YDR479C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2747	YMR217W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2748	YGR090W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2749	YDR367W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2750	YNL307C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2751	YMR208W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2752	YAL036C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2753	YBL066C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2754	YBR131W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2755	YBR065C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2756	YPL100W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2757	YDR465C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2758	YNL110C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2759	YBR005W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2760	YDL061C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2761	YJL189W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2762	YMR172W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2763	YOR067C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2764	YDL205C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2765	YNL185C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2766	YML124C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2767	YFL027C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2768	YML012W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2769	YDL132W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2770	YJR035W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2771	YMR060C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2772	YMR146C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2773	YPR031W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2774	YDR439W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2775	YIL136W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2776	YNL199C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2777	YEL038W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2778	YOR174W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2779	YER031C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2780	YPR056W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2781	YBL092W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2782	YHL002W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2783	YAL003W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2784	YGR004W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2785	YKL034W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2786	YPL152W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2787	YDR357C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2788	YDR441C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2789	YJR131W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2790	YPL204W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2791	YER092W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2792	YDR079C-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2793	YER094C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2794	YOR221C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2795	YOR233W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2796	YIL109C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2797	YLR226W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2798	YJL024C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2799	YEL006W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2800	YMR272C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2801	YGL194C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2802	YDR476C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2803	YMR218C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2804	YDR054C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2805	YOR151C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2806	YMR308C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2807	YPL203W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2808	YIL041W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2809	YDL055C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2810	YLR078C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2811	YMR125W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2812	YPL045W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2813	YNL085W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2814	YER082C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2815	YPR016C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2816	YCR082W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2817	YDR150W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2818	YGR008C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2819	YLR381W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2820	YER146W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2821	YBR180W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2822	YDL005C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2823	YOR075W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2824	YHR085W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2825	YOL013C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2826	YNL153C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2827	YJR132W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2828	YIL067C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2829	YCL008C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2830	YKL113C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2831	YOR346W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2832	YPR148C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2833	YLR085C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2834	YGL031C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2835	YOL108C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2836	YOR198C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2837	YGL148W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2838	YGL207W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2839	YDR440W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2840	YMR076C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2841	YKL151C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2842	YLR117C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2843	YGR061C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2844	YPR163C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2845	YDR328C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2846	YAL010C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2847	YGL058W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2848	YHR036W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2849	YJL176C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2850	YDR306C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2851	YLR451W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2852	YDL103C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2853	YNL061W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2854	YPL101W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2855	YFR040W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2856	YPR168W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2857	YJL098W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2858	YBR245C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2859	YHR028C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2860	YJL133W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2861	YDR523C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2862	YJR102C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2863	YPR190C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2864	YLR147C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2865	YLL014W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2866	YER054C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2867	YCL032W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2868	YLR086W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2869	YPR140W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2870	YNL098C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2871	YLR274W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2872	YPL075W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2873	YBR061C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2874	YML126C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2875	YDR229W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2876	YNL007C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2877	YPR019W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2878	YEL055C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2879	YDR263C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2880	YGL082W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2881	YOL072W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2882	YPL076W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2883	YBR182C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2884	YGL009C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2885	YLR106C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2886	YMR315W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2887	YIL021W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2888	YNL182C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2889	YLL022C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2890	YKL074C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2891	YHR170W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2892	YDR004W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2893	YHR167W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2894	YLR028C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2895	YOL003C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2896	YPR186C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2897	YJL210W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2898	YMR238W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2899	YBR265W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2900	YNR010W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2901	YHR111W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2902	YIL140W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2903	YDR052C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2904	YGR001C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2905	YOR052C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2906	YLL043W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2907	YPL162C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2908	YAL034C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2909	YDR257C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2910	YOR369C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2911	YHR088W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2912	YBL082C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2913	YCR065W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2914	YBR114W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2915	YJR136C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2916	YIL030C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2917	YJL034W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2918	YFR037C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2919	YPL016W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2920	YIL118W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2921	YDR128W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2922	YGR135W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2923	YBR280C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2924	YGL213C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2925	YOR070C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2926	YOR080W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2927	YNL042W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2928	YOL133W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2929	YBR233W-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2930	YJL162C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2931	YNL270C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2932	YLL035W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2933	YDR487C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2934	YJR068W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2935	YPL235W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2936	YNL312W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2937	YIL075C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2938	YLR132C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2939	YJL125C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2940	YIL071C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2941	YER062C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2942	YOR319W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2943	YFR005C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2944	YNL323W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2945	YGR042W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2946	YDR184C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2947	YBR115C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2948	YNL094W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2949	YKL213C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2950	YDL143W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2951	YHR013C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2952	YGR129W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2953	YGL035C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2954	YBR066C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2955	YOR257W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2956	YER048C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2957	YPR097W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2958	YKR090W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2959	YMR100W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2960	YDL077C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2961	YGR275W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2962	YOR355W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2963	YGR279C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2964	YPR007C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2965	YKL193C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2966	YBL019W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2967	YLR250W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2968	YPL128C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
